name,region,rating,Red_Wine
Chateau Mouton Rothschild Le Petit Mouton 2016,"Pauillac, Bordeaux, France",92,1
Chateau Mouton Rothschild Le Petit Mouton (Futures Pre-Sale) 2018,"Pauillac, Bordeaux, France",94,1
Chateau Mouton Rothschild Le Petit Mouton (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",94,1
Chateau Mouton Rothschild (stained label) 1997,"Pauillac, Bordeaux, France",94,1
Chateau Mouton Rothschild (top shoulder) 1988,"Pauillac, Bordeaux, France",92,1
Chateau Mouton Rothschild (top shoulder fill) 1982,"Pauillac, Bordeaux, France",98,1
Chateau Mouton Rothschild (torn foil capsule) 2000,"Pauillac, Bordeaux, France",93,1
Chateau Moya 2009,"Cotes de Castillon, Bordeaux, France",90,1
Chateau Musar Lebanon Blanc 2006,Lebanon,92,0
Chateau Musar Lebanon Hochar Pere et Fils 2009,Lebanon,92,1
Chateau Musar Lebanon Jeune Red 2009,Lebanon,90,1
Chateau Musar Lebanon Rouge 1988,Lebanon,93,1
Chateau Musar Lebanon Rouge 2005,Lebanon,91,1
Chateau Musar Lebanon Rouge 2007,Lebanon,90,1
Chateau Nenin 2000,"Pomerol, Bordeaux, France",90,1
Chateau Nenin 2012,"Pomerol, Bordeaux, France",90,1
Chateau Nenin 2014,"Pomerol, Bordeaux, France",91,1
Chateau Nenin 2016,"Pomerol, Bordeaux, France",93,1
Chateau Nenin 2018,"Pomerol, Bordeaux, France",95,1
Chateau Nenin (375ML half-bottle) 2005,"Pomerol, Bordeaux, France",90,1
Chateau Nenin (Futures Pre-Sale) 2019,"Pomerol, Bordeaux, France",93,1
Chateau Nicot Blanc 2018,"Entre-Deux-Mers, Bordeaux, France",90,0
Chateau Odilon 2016,"Haut Medoc, Bordeaux, France",91,1
Chateau Olivier 2000,"Pessac-Leognan, Bordeaux, France",91,1
Chateau Olivier 2010,"Pessac-Leognan, Bordeaux, France",90,1
Chateau Olivier 2012,"Pessac-Leognan, Bordeaux, France",90,1
Chateau Olivier 2014,"Pessac-Leognan, Bordeaux, France",91,1
Chateau Olivier 2015,"Pessac-Leognan, Bordeaux, France",91,1
Chateau Olivier Blanc 2003,"Pessac-Leognan, Bordeaux, France",91,0
Chateau Olivier Blanc 2005,"Pessac-Leognan, Bordeaux, France",92,0
Chateau Olivier Blanc 2014,"Pessac-Leognan, Bordeaux, France",91,0
Chateau Olivier (Futures Pre-Sale) 2018,"Pessac-Leognan, Bordeaux, France",94,1
Chateau Ollieux-Romanis Corbieres Cuvee Or 2014,"Corbieres, Languedoc, South of France, France",94,1
Chateau Ollieux-Romanis Corbieres Cuvee Or 2015,"Corbieres, Languedoc, South of France, France",95,1
Chateau Ollieux-Romanis Cuvee Classique Rouge 2015,"Languedoc, South of France, France",90,1
Chateau Ollieux-Romanis Cuvee Classique Rouge 2016,"Corbieres, Languedoc, South of France, France",91,1
Chateau Palmer (1.5 Liter Magnum) 2005,"Margaux, Bordeaux, France",95,1
Chateau Palmer (1.5 Liter Magnum) 2009,"Margaux, Bordeaux, France",95,1
Chateau Palmer (1.5 Liter Magnum) 2015,"Margaux, Bordeaux, France",96,1
Chateau Palmer (1.5 Liter Magnum) 2016,"Margaux, Bordeaux, France",94,1
Chateau Palmer (1.5 Liter Magnum Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",99,1
Chateau Palmer 1990,"Margaux, Bordeaux, France",92,1
Chateau Palmer 1995,"Margaux, Bordeaux, France",90,1
Chateau Palmer 1997,"Margaux, Bordeaux, France",90,1
Chateau Palmer 1998,"Margaux, Bordeaux, France",90,1
Chateau Palmer 2001,"Margaux, Bordeaux, France",93,1
Chateau Palmer 2002,"Margaux, Bordeaux, France",94,1
Chateau Palmer 2003,"Margaux, Bordeaux, France",90,1
Chateau Palmer 2004,"Margaux, Bordeaux, France",91,1
Chateau Palmer 2005,"Margaux, Bordeaux, France",95,1
Chateau Palmer 2009,"Margaux, Bordeaux, France",95,1
Chateau Palmer 2012,"Margaux, Bordeaux, France",93,1
Chateau Palmer 2015,"Margaux, Bordeaux, France",96,1
Chateau Palmer 2016,"Margaux, Bordeaux, France",94,1
Chateau Palmer (375ML half-bottle) 2005,"Margaux, Bordeaux, France",95,1
Chateau Palmer Alter Ego de Palmer 2000,"Margaux, Bordeaux, France",92,1
Chateau Palmer Alter Ego de Palmer 2005,"Margaux, Bordeaux, France",90,1
Chateau Palmer Alter Ego de Palmer 2012,"Margaux, Bordeaux, France",90,1
Chateau Palmer Alter Ego de Palmer 2014,"Margaux, Bordeaux, France",92,1
Chateau Palmer Alter Ego de Palmer 2015,"Margaux, Bordeaux, France",92,1
Chateau Palmer Alter Ego de Palmer 2016,"Margaux, Bordeaux, France",90,1
Chateau Palmer (Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",99,1
Chateau Paloumey 2010,"Medoc, Bordeaux, France",91,1
Chateau Paloumey 2015,"Haut Medoc, Bordeaux, France",92,1
Chateau Pape Clement (1.5 Liter Futures Pre-Sale) 2019,"Pessac-Leognan, Bordeaux, France",98,1
Chateau Pape Clement (1.5 Liter Magnum) 2014,"Pessac-Leognan, Bordeaux, France",94,1
Chateau Pape Clement (1.5 Liter Magnum) 2016,"Pessac-Leognan, Bordeaux, France",95,1
Chateau Pape Clement (1.5 Liter Magnum - scuffed label) 2005,"Pessac-Leognan, Bordeaux, France",94,1
Chateau Pape Clement 1990,"Pessac-Leognan, Bordeaux, France",91,1
Chateau Pape Clement 2000,"Pessac-Leognan, Bordeaux, France",92,1
Chateau Pape Clement 2003,"Pessac-Leognan, Bordeaux, France",93,1
Chateau Pape Clement 2004,"Pessac-Leognan, Bordeaux, France",90,1
Chateau Pape Clement 2005,"Pessac-Leognan, Bordeaux, France",94,1
Chateau Pape Clement 2006,"Pessac-Leognan, Bordeaux, France",91,1
Chateau Pape Clement 2007,"Pessac-Leognan, Bordeaux, France",90,1
Chateau Pape Clement 2012,"Pessac-Leognan, Bordeaux, France",93,1
Chateau Pape Clement 2013,"Pessac-Leognan, Bordeaux, France",92,1
Chateau Pape Clement 2014,"Pessac-Leognan, Bordeaux, France",93,1
Chateau Pape Clement 2015,"Pessac-Leognan, Bordeaux, France",95,1
Chateau Pape Clement (3 Liter Bottle) 2005,"Pessac-Leognan, Bordeaux, France",94,1
Chateau Pape Clement 6-Pack OWC (Futures Pre-Sale) 2019,"Pessac-Leognan, Bordeaux, France",98,1
Chateau Pape Clement Blanc 2010,"Pessac-Leognan, Bordeaux, France",93,0
Chateau Pape Clement Blanc 2011,"Pessac-Leognan, Bordeaux, France",95,0
Chateau Pape Clement Blanc 2012,"Pessac-Leognan, Bordeaux, France",94,0
Chateau Pape Clement Blanc 2013,"Pessac-Leognan, Bordeaux, France",94,0
Chateau Pape Clement Blanc 2014,"Pessac-Leognan, Bordeaux, France",90,0
Chateau Pape Clement Blanc 2015,"Pessac-Leognan, Bordeaux, France",94,0
Chateau Pape Clement Blanc (Futures Pre-Sale) 2019,"Pessac-Leognan, Bordeaux, France",96,0
Chateau Pape Clement (Futures Pre-Sale) 2019,"Pessac-Leognan, Bordeaux, France",98,1
Chateau Paveil de Luze 2015,"Margaux, Bordeaux, France",91,1
Chateau Pavie (1.5 Liter Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",99,1
Chateau Pavie (1.5 Liter Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",99,1
Chateau Pavie (1.5 Liter Magnum) 2004,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie (1.5 Liter Magnum) 2005,"St. Emilion, Bordeaux, France",98,1
Chateau Pavie (1.5 Liter Magnum) 2014,"St. Emilion, Bordeaux, France",95,1
Chateau Pavie (1.5 Liter Magnum) 2015,"St. Emilion, Bordeaux, France",96,1
Chateau Pavie (1.5 Liter Magnum) 2016,"St. Emilion, Bordeaux, France",96,1
Chateau Pavie 1998,"St. Emilion, Bordeaux, France",95,1
Chateau Pavie 1999,"St. Emilion, Bordeaux, France",92,1
Chateau Pavie 2000,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie 2001,"St. Emilion, Bordeaux, France",92,1
Chateau Pavie 2002,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie 2003,"St. Emilion, Bordeaux, France",97,1
Chateau Pavie 2004,"St. Emilion, Bordeaux, France",94,1
Chateau Pavie 2006,"St. Emilion, Bordeaux, France",91,1
Chateau Pavie 2008,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie 2009,"St. Emilion, Bordeaux, France",95,1
Chateau Pavie 2010,"St. Emilion, Bordeaux, France",98,1
Chateau Pavie 2011,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie 2012,"St. Emilion, Bordeaux, France",95,1
Chateau Pavie 2014,"St. Emilion, Bordeaux, France",95,1
Chateau Pavie 2016,"St. Emilion, Bordeaux, France",96,1
Chateau Pavie (3 Liter Bottle) 2003,"St. Emilion, Bordeaux, France",96,1
Chateau Pavie (3 Liter Bottle) 2004,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie (3 Liter Bottle) 2005,"St. Emilion, Bordeaux, France",98,1
Chateau Pavie (6 Liter Bottle) 2003,"St. Emilion, Bordeaux, France",96,1
Chateau Pavie (6 Liter Bottle) 2005,"St. Emilion, Bordeaux, France",98,1
Chateau Pavie (6-Pack OWC Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",99,1
Chateau Pavie (6-Pack OWC Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",99,1
Chateau Pavie Decesse 1998,"St. Emilion, Bordeaux, France",91,1
Chateau Pavie Decesse 1999,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie Decesse 2001,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie Decesse 2002,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie Decesse 2004,"St. Emilion, Bordeaux, France",91,1
Chateau Pavie Decesse 2005,"St. Emilion, Bordeaux, France",96,1
Chateau Pavie Decesse 2006,"St. Emilion, Bordeaux, France",91,1
Chateau Pavie Decesse 2011,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie Decesse 2014,"St. Emilion, Bordeaux, France",92,1
Chateau Pavie Decesse 2015,"St. Emilion, Bordeaux, France",95,1
Chateau Pavie Decesse 2016,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie Decesse (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",98,1
Chateau Pavie Decesse (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",95,1
Chateau Pavie Esprit de Pavie 2015,"Bordeaux, France",90,1
Chateau Pavie (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",99,1
Chateau Pavie (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",99,1
Chateau Pavie Macquin (1.5 Liter Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",97,1
Chateau Pavie Macquin (1.5 Liter Magnum) 2014,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie Macquin (1.5 Liter Magnum) 2015,"St. Emilion, Bordeaux, France",94,1
Chateau Pavie Macquin (1.5 Liter Magnum) 2016,"St. Emilion, Bordeaux, France",95,1
Chateau Pavie Macquin 2000,"St. Emilion, Bordeaux, France",95,1
Chateau Pavie Macquin 2001,"St. Emilion, Bordeaux, France",91,1
Chateau Pavie Macquin 2002,"St. Emilion, Bordeaux, France",92,1
Chateau Pavie Macquin 2005,"St. Emilion, Bordeaux, France",94,1
Chateau Pavie Macquin 2011,"St. Emilion, Bordeaux, France",92,1
Chateau Pavie Macquin 2012,"St. Emilion, Bordeaux, France",93,1
Chateau Pavie Macquin 2014,"St. Emilion, Bordeaux, France",91,1
Chateau Pavie Macquin 2015,"St. Emilion, Bordeaux, France",94,1
Chateau Pavie Macquin 2018,"St. Emilion, Bordeaux, France",96,1
Chateau Pavie Macquin (6-Pack OWC Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",96,1
Chateau Pavie Macquin (6-Pack OWC Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",97,1
Chateau Pavie Macquin (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",97,1
Chateau Peby Faugeres 1999,"St. Emilion, Bordeaux, France",94,1
Chateau Peby Faugeres 2000,"St. Emilion, Bordeaux, France",92,1
Chateau Peby Faugeres 2001,"St. Emilion, Bordeaux, France",94,1
Chateau Peby Faugeres 2011,"St. Emilion, Bordeaux, France",94,1
Chateau Peby Faugeres 2014,"St. Emilion, Bordeaux, France",91,1
Chateau Peby Faugeres (3 Liter Bottle) 2005,"St. Emilion, Bordeaux, France",94,1
Chateau Peby Faugeres (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",96,1
Chateau Pedesclaux 2009,"Pauillac, Bordeaux, France",92,1
Chateau Pedesclaux 2010,"Pauillac, Bordeaux, France",90,1
Chateau Pedesclaux 2011,"Pauillac, Bordeaux, France",93,1
Chateau Pedesclaux 2012,"Pauillac, Bordeaux, France",90,1
Chateau Pedesclaux 2014,"Pauillac, Bordeaux, France",91,1
Chateau Pedesclaux 2016,"Pauillac, Bordeaux, France",92,1
Chateau Pedesclaux (Futures Pre-Sale) 2018,"Pauillac, Bordeaux, France",92,1
Chateau Pedesclaux (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",95,1
Chateau Pegau Cotes du Rhone Villages Cuvee Setier 2015,"Cotes du Rhone Villages, Rhone, France",90,1
Chateau Pegau Cotes du Rhone Villages Cuvee Setier 2016,"Cotes du Rhone Villages, Rhone, France",92,1
Chateau Pegau Cuvee Maclura 2013,"Cotes du Rhone, Rhone, France",90,1
Chateau Pegau Pink Pegau Rose 2017,"Rhone, France",91,0
Chateau Pegau Pink Pegau Rose 2018,"Rhone, France",90,0
Chateau Pesquie Artemia Rouge 2012,"Cotes du Ventoux, Rhone, France",90,1
Chateau Pesquie Quintessence 2004,"Rhone, France",91,1
Chateau Pesquie Quintessence 2006,"Rhone, France",91,1
Chateau Pesquie Quintessence 2009,"Rhone, France",90,1
Chateau Pesquie Quintessence 2011,"Rhone, France",92,1
Chateau Pesquie Quintessence 2012,"Cotes du Ventoux, Rhone, France",93,1
Chateau Pesquie Quintessence 2013,"Cotes du Ventoux, Rhone, France",90,1
Chateau Pesquie Quintessence 2014,"Cotes du Ventoux, Rhone, France",91,1
Chateau Pesquie Quintessence Blanc 2012,"Cotes du Ventoux, Rhone, France",91,0
Chateau Pesquie Quintessence Blanc 2014,"Cotes du Rhone, Rhone, France",90,0
Chateau Pesquie Quintessence Blanc 2015,"Cotes du Ventoux, Rhone, France",90,0
Chateau Pesquie Terrasses Blanc 2017,"Vin de France, France",90,0
Chateau Pesquie Terrasses Rose 2018,"Cotes du Ventoux, Rhone, France",90,0
Chateau Pesquie Terrasses Rouge 2006,"Rhone, France",90,1
Chateau Pesquie Terrasses Rouge 2007,"Rhone, France",91,1
Chateau Pesquie Terrasses Rouge 2009,"Rhone, France",90,1
Chateau Pesquie Terrasses Rouge 2010,"Rhone, France",94,1
Chateau Pesquie Terrasses Rouge 2012,"Cotes du Ventoux, Rhone, France",92,1
Chateau Pesquie Terrasses Rouge 2013,"Cotes du Ventoux, Rhone, France",91,1
Chateau Pesquie Terrasses Rouge 2014,"Cotes du Ventoux, Rhone, France",91,1
Chateau Pesquie Terrasses Rouge 2016,"Rhone, France",90,1
Chateau Pesquie Terrasses Rouge 2018,"Rhone, France",91,1
Chateau Petit Bocq 2005,"St. Estephe, Bordeaux, France",90,1
Chateau Petit Bocq Saint-Estephe 2000,"St. Estephe, Bordeaux, France",90,1
Chateau Petit Village (1.5 Liter Magnum) 2015,"Pomerol, Bordeaux, France",92,1
Chateau Petit Village 1990,"Pomerol, Bordeaux, France",92,1
Chateau Petit Village 1998,"Pomerol, Bordeaux, France",93,1
Chateau Petit Village 2006,"Pomerol, Bordeaux, France",91,1
Chateau Petit Village 2011,"Pomerol, Bordeaux, France",90,1
Chateau Petit Village 2012,"Pomerol, Bordeaux, France",91,1
Chateau Petit Village 2015,"Pomerol, Bordeaux, France",92,1
Chateau Petit Village 2016,"Pomerol, Bordeaux, France",92,1
Chateau Petit Village (Futures Pre-Sale) 2018,"Pomerol, Bordeaux, France",92,1
Chateau Petit Village (Futures Pre-Sale) 2019,"Pomerol, Bordeaux, France",94,1
Chateau Petrus (1.5 Liter Magnum) 1988,"Pomerol, Bordeaux, France",95,1
Chateau Petrus 1971,"Pomerol, Bordeaux, France",94,1
Chateau Petrus 1983,"Pomerol, Bordeaux, France",93,1
Chateau Petrus 1988,"Pomerol, Bordeaux, France",95,1
Chateau Petrus 1990,"Pomerol, Bordeaux, France",98,1
Chateau Petrus 1993,"Pomerol, Bordeaux, France",95,1
Chateau Petrus 1995,"Pomerol, Bordeaux, France",96,1
Chateau Petrus 1996,"Pomerol, Bordeaux, France",94,1
Chateau Petrus 1997,"Pomerol, Bordeaux, France",91,1
Chateau Petrus 2000,"Pomerol, Bordeaux, France",93,1
Chateau Petrus 1999,"Pomerol, Bordeaux, France",94,1
Chateau Petrus 2004,"Pomerol, Bordeaux, France",93,1
Chateau Petrus 2008,"Pomerol, Bordeaux, France",93,1
Chateau Petrus 2009,"Pomerol, Bordeaux, France",99,1
Chateau Petrus 2010,"Pomerol, Bordeaux, France",95,1
Chateau Petrus 2012,"Pomerol, Bordeaux, France",96,1
Chateau Petrus 2015,"Pomerol, Bordeaux, France",96,1
Chateau Pey de Pont 2015,"Medoc, Bordeaux, France",92,1
Chateau Peymouton 2012,"St. Emilion, Bordeaux, France",90,1
Chateau Peymouton 2014,"St. Emilion, Bordeaux, France",91,1
Chateau Peymouton 2016,"St. Emilion, Bordeaux, France",91,1
Chateau Peyrabon 2016,"Haut Medoc, Bordeaux, France",91,1
Chateau Peyros Madiran 2012,"Southwest, France",90,1
Chateau Peyros Madiran Tannat-Cabernet 2006,France,92,1
Chateau Phelan Segur 1995,"St. Estephe, Bordeaux, France",92,1
Chateau Phelan Segur 1998,"St. Estephe, Bordeaux, France",92,1
Chateau Phelan Segur 1998,"St. Estephe, Bordeaux, France",92,1
Chateau Phelan Segur 2003,"St. Estephe, Bordeaux, France",91,1
Chateau Phelan Segur 2012,"St. Estephe, Bordeaux, France",90,1
Chateau Phelan Segur 2014,"St. Estephe, Bordeaux, France",91,1
Chateau Phelan Segur 2015,"St. Estephe, Bordeaux, France",90,1
Chateau Phelan Segur (Futures Pre-Sale) 2018,"St. Estephe, Bordeaux, France",93,1
Chateau Phelan Segur (Futures Pre-Sale) 2019,"St. Estephe, Bordeaux, France",94,1
Chateau Pibran 2011,"Pauillac, Bordeaux, France",90,1
Chateau Pibran 2012,"Pauillac, Bordeaux, France",91,1
Chateau Pibran 2014,"Pauillac, Bordeaux, France",90,1
Chateau Pibran 2016,"Pauillac, Bordeaux, France",93,1
Chateau Pibran (Futures Pre-Sale) 2017,"Pauillac, Bordeaux, France",91,1
Chateau Pibran (Futures Pre-Sale) 2018,"Pauillac, Bordeaux, France",91,1
Chateau Pibran (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",91,1
Chateau Pichon-Longueville Baron (1.5 Liter Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",99,1
Chateau Pichon-Longueville Baron (1.5 Liter Magnum) 2005,"Pauillac, Bordeaux, France",94,1
Chateau Pichon-Longueville Baron (1.5 Liter Magnum) 2000,"Pauillac, Bordeaux, France",92,1
Chateau Pichon-Longueville Baron (1.5 Liter Magnum) 2016,"Pauillac, Bordeaux, France",96,1
Chateau Pichon-Longueville Baron 1989,"Pauillac, Bordeaux, France",95,1
Chateau Pichon-Longueville Baron 1990,"Pauillac, Bordeaux, France",94,1
Chateau Pichon-Longueville Baron 1995,"Pauillac, Bordeaux, France",90,1
Chateau Pichon-Longueville Baron 1996,"Pauillac, Bordeaux, France",90,1
Chateau Pichon-Longueville Baron 1998,"Pauillac, Bordeaux, France",90,1
Chateau Pichon-Longueville Baron 2000,"Pauillac, Bordeaux, France",93,1
Chateau Pichon-Longueville Baron 2001,"Pauillac, Bordeaux, France",92,1
Chateau Pichon-Longueville Baron 2004,"Pauillac, Bordeaux, France",93,1
Chateau Pichon-Longueville Baron 2006,"Pauillac, Bordeaux, France",92,1
Chateau Pichon-Longueville Baron 2008,"Pauillac, Bordeaux, France",91,1
Chateau Pichon-Longueville Baron 2009,"Pauillac, Bordeaux, France",95,1
Chateau Pichon-Longueville Baron 2010,"Pauillac, Bordeaux, France",95,1
Chateau Pichon-Longueville Baron 2014,"Pauillac, Bordeaux, France",93,1
Chateau Pichon-Longueville Baron 2015,"Pauillac, Bordeaux, France",95,1
Chateau Pichon-Longueville Baron 2018,"Pauillac, Bordeaux, France",98,1
Chateau Pichon-Longueville Baron (375ML half-bottle) 1998,"Pauillac, Bordeaux, France",90,1
Chateau Pichon-Longueville Baron (375ML half-bottle) 2010,"Pauillac, Bordeaux, France",95,1
Chateau Pichon-Longueville Baron (6-Pack OWC Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",99,1
Chateau Pichon-Longueville Baron (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",99,1
Chateau Pichon-Longueville Baron Les Tourelles de Longueville 2011,"Pauillac, Bordeaux, France",90,1
Chateau Pichon-Longueville Baron Les Tourelles de Longueville (375ML half-bottle) 2016,"Pauillac, Bordeaux, France",91,1
Chateau Pichon-Longueville Baron Les Tourelles de Longueville (Futures Pre-Sale) 2018,"Pauillac, Bordeaux, France",92,1
Chateau Pichon-Longueville Baron Les Tourelles de Longueville (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",93,1
Chateau Pichon Longueville Comtesse de Lalande (1.5 Liter Futures Pre-Sale) 2018,"Pauillac, Bordeaux, France",98,1
Chateau Pichon Longueville Comtesse de Lalande (1.5 Liter Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",98,1
Chateau Pichon Longueville Comtesse de Lalande (1.5 Liter Magnum) 1996,"Pauillac, Bordeaux, France",96,1
Chateau Pichon Longueville Comtesse de Lalande (1.5 Liter Magnum) 2002,"Pauillac, Bordeaux, France",91,1
Chateau Pichon Longueville Comtesse de Lalande (1.5 Liter Magnum) 2014,"Pauillac, Bordeaux, France",93,1
Chateau Pichon Longueville Comtesse de Lalande (1.5 Liter Magnum) 2016,"Pauillac, Bordeaux, France",95,1
Chateau Pichon Longueville Comtesse de Lalande 1986,"Pauillac, Bordeaux, France",90,1
Chateau Pichon Longueville Comtesse de Lalande 1990,"Pauillac, Bordeaux, France",94,1
Chateau Pichon Longueville Comtesse de Lalande 1994,"Pauillac, Bordeaux, France",91,1
Chateau Pichon Longueville Comtesse de Lalande 1995,"Pauillac, Bordeaux, France",96,1
